NUMERO|DESCRIPCION|TIPOPARTE|ALMACEN|EXISTENCIA|COSTOUNITARIO|COSTO|PRECIO|ULTIMACOMPRA|ULTIMAVENTA|FECHAALTA|CLASIFICACION
4323242G10          |SELLO ACEITE EJ               |REFACCI                       |VILLAHERM      |1|196.75|196.75|368.10|17/06/24|22/06/24|03/09/96|Medio     |
543425RB0B          |RETEN AISLADOR                |REFACCI                       |VILLAHERM      |3|67.81|203.43|106.90|13/03/24|22/02/24|03/12/19|Rapido    |
150666N204          |SELLO O                       |REFACCI                       |VILLAHERM      |2|70.99|141.98|228.45|02/10/19|//|03/02/01|Obsoleto  |
165854JM0B          |RESONADOR                     |REFACCI                       |VILLAHERM      |1|508.29|508.29|918.10|25/09/24|05/03/24|03/05/14|Lento     |
3N3W26KH0B          |SEGURO LLANTA R               |ACCESOR                       |VILLAHERM      |5|1407.72|7038.60|1797.41|25/09/24|12/10/24|29/01/24|Rapido    |
3821021G15          |BRIDA ACOPLAMIE               |REFACCI                       |VILLAHERM      |1|1626.37|1626.37|3047.41|29/07/24|30/07/24|03/08/97|Medio     |
212303RC1A          |VALVULA EMSAM A               |REFACCI                       |VILLAHERM      |3|311.16|933.48|564.66|02/08/24|27/09/24|03/04/12|Rapido    |
904501HL0A          |SOPORT/PRTA-TRA               |REFACCI                       |VILLAHERM      |2|148.50|297.00|268.97|22/08/24|09/08/24|03/07/10|Rapido    |
226A04JM1B          |SENSOR OXIGENO                |REFACCI                       |VILLAHERM      |1|1022.24|1022.24|1853.45|24/10/24|16/10/24|03/03/20|Rapido    |
21022JM00A          |TUBERIA AGUA                  |REFACCI                       |VILLAHERM      |1|1216.51|1216.51|2271.55|24/05/24|16/03/23|03/07/07|Obsoleto  |
242686KE0A          |AISLADOR                      |REFACCI                       |VILLAHERM      |1|205.35|205.35|323.28|24/10/24|31/10/24|03/03/20|Rapido    |
EMLSIN0W20          |950ML AC MT 0W2               |LUBRICA                       |VILLAHERM      |27|190.15|5134.05|294.42|08/08/24|31/10/24|03/08/20|Rapido    |
402105RB0A          |BALERO RUEDA DE               |REFACCI                       |VILLAHERM      |4|1178.07|4712.28|2176.72|24/10/24|23/09/24|03/09/15|Rapido    |
EMPVN3TA7CDD        |PROMOVERNPD23 1               |LUBRICA                       |VILLAHERM      |44|569.80|25071.20|702.59|09/09/24|31/10/24|03/01/19|Rapido    |
EMT103TA7CDL        |LIT TALLER 10W3               |LUBRICA                       |VILLAHERM      |2250|121.54|273465.00|173.28|26/10/24|31/10/24|01/05/16|Rapido    |
T99G26CA0A          |MOLDURAS LATERA               |ACCESOR                       |VILLAHERM      |1|3979.52|3979.52|6905.17|15/07/23|//|15/07/23|Obsoleto  |
828304AF2A          |SELLO HULE PTA                |REFACCI                       |VILLAHERM      |2|327.90|655.80|594.83|30/09/24|19/09/24|03/07/17|Rapido    |
NIMEXPSU50UN        |PEL SEG 50 UN                 |ACCESOR                       |VILLAHERM      |17|390.86|6644.62|788.79|23/02/24|11/09/24|03/03/20|Rapido    |
381894GD0A          |SELL/ACEITE PI&               |REFACCI                       |VILLAHERM      |2|114.29|228.58|216.38|03/10/24|26/09/24|03/04/13|Rapido    |
55034EL000          |ASIENTO RESORTE               |REFACCI                       |VILLAHERM      |2|93.93|187.86|214.66|09/01/23|09/03/22|03/01/06|Obsoleto  |
B8893CT14J          |P LIMPIPAR CNV                |REFACCI                       |VILLAHERM      |6|67.67|406.02|166.38|22/09/22|10/02/24|03/03/18|Medio     |
164034KV0A          |CARTUCHO FILTRO               |REFACCI                       |VILLAHERM      |3|621.61|1864.83|1159.48|26/09/24|24/10/24|03/06/14|Rapido    |
B8893CT17J          |P LIMPIPAR CNV                |REFACCI                       |VILLAHERM      |3|51.82|155.46|155.17|15/08/19|24/07/24|03/03/18|Rapido    |
289103JA0B          |TANQ/LIMP-PARAB               |REFACCI                       |VILLAHERM      |1|2241.28|2241.28|4176.72|06/06/24|16/02/24|03/06/12|Lento     |
3N3Q8A00AS4G        |NCF 4G ASEGURAD               |ACCESOR                       |VILLAHERM      |6|5150.00|30900.00|5806.03|23/05/24|//|09/08/23|Obsoleto  |
288905RL0A          |PLUMA LIMP PARA               |REFACCI                       |VILLAHERM      |1|568.62|568.62|1043.10|01/03/24|05/09/24|03/11/17|Rapido    |
206514JA1C          |GOMA MONTAJE D-               |REFACCI                       |VILLAHERM      |1|96.25|96.25|242.24|28/07/22|01/08/22|03/06/14|Obsoleto  |
B8893CT24J          |P LIMPIPAR CNV                |REFACCI                       |VILLAHERM      |41|90.00|3690.00|271.54|31/07/19|24/07/24|03/03/18|Medio     |
545019KS1D          |HORQUILLA TRANS               |REFACCI                       |VILLAHERM      |25|715.44|17886.00|1060.34|31/10/24|31/10/24|03/04/18|Rapido    |
NIMEXU8Q10DD        |PROTECT TERMINA               |ACCESOR                       |VILLAHERM      |601|109.20|65629.20|173.58|09/10/24|31/10/24|03/10/12|Rapido    |
92470HC050          |JUNTA TORICA                  |REFACCI                       |VILLAHERM      |11|90.61|996.71|162.07|11/10/24|24/10/24|03/06/05|Rapido    |
122793HC0B          |SELLO ACEIT/CIG               |REFACCI                       |VILLAHERM      |4|190.89|763.56|336.21|21/10/24|17/10/24|03/12/15|Rapido    |
850654JA2A          |VISTA ESCLN INF               |REFACCI                       |VILLAHERM      |1|798.64|798.64|1452.59|28/06/24|22/11/21|03/06/14|Obsoleto  |
684A05JJ0A          |PORTAVASOS                    |REFACCI                       |VILLAHERM      |1|260.61|260.61|409.48|03/11/21|//|03/10/16|Obsoleto  |
687945EF2A          |REJ CENTRAL D V               |REFACCI                       |VILLAHERM      |1|785.62|785.62|1456.90|13/03/23|//|03/03/21|Obsoleto  |
40343F4020          |TAPON DE RIN                  |ACCESOR                       |VILLAHERM      |5|42.04|210.20|59.83|23/10/24|10/07/24|03/05/05|Rapido    |
224485RB0A          |BOBINA ENCENDID               |REFACCI                       |VILLAHERM      |23|386.83|8897.09|702.59|31/10/24|30/10/24|03/03/15|Rapido    |
56217AX000          |BUJE AMORTIG TR               |REFACCI                       |VILLAHERM      |1|186.52|186.52|456.90|26/07/22|23/08/22|03/01/06|Obsoleto  |
905501HM0A          |ACTUADOR PUERTA               |REFACCI                       |VILLAHERM      |1|1313.36|1313.36|2387.93|19/10/24|//|03/07/10|Obsoleto  |
12331AE000          |ENSAMB. PLACA T               |REFACCI                       |VILLAHERM      |1|3874.70|3874.70|8465.52|19/06/19|19/06/19|03/05/01|Obsoleto  |
KE26089989          |BULBO                         |REFACCI                       |VILLAHERM      |4|142.23|568.92|272.41|25/10/24|25/10/24|03/01/17|Rapido    |
BR205R16CR          |LLAN 205R16 101               |ACCESOR                       |VILLAHERM      |8|3396.27|27170.16|3995.69|22/08/24|20/08/24|03/10/20|Rapido    |
0155309241          |PINZA                         |REFACCI                       |VILLAHERM      |21|18.96|398.16|39.48|22/03/24|13/09/24|03/08/97|Rapido    |
284F16LB0B          |CAMERA ASSY FR                |REFACCI                       |VILLAHERM      |3|1489.76|4469.28|2525.86|24/10/24|08/10/24|23/01/23|Rapido    |
313751XF00          |SELLO ACEITE                  |REFACCI                       |VILLAHERM      |2|76.31|152.62|137.07|25/09/24|04/10/24|03/03/07|Rapido    |
KWA3A13L10          |Juego de imanes               |ACCESOR                       |VILLAHERM      |1|247.16|247.16|299.14|04/03/24|//|03/08/21|Obsoleto  |
117205RB0A          |BANDA VENT/ALTE               |REFACCI                       |VILLAHERM      |2|528.15|1056.30|823.28|19/10/24|25/09/24|03/10/15|Rapido    |
REDILALARR          |REDILA PTAS REF               |OTROS A                       |VILLAHERM      |4|25515.74|102062.96|34913.79|29/10/24|29/10/24|11/09/15|Rapido    |
738714CC1A          |TAPA FINAL/TRAS               |REFACCI                       |VILLAHERM      |1|534.27|534.27|862.07|10/08/22|26/08/22|03/02/14|Obsoleto  |
24410H5EFB          |BATERIA 510 60                |REFACCI                       |VILLAHERM      |9|2695.36|24258.24|3616.38|29/10/24|31/10/24|03/04/19|Rapido    |
D85201HK0A          |JGO/ROTULA VAR/               |REFACCI                       |VILLAHERM      |1|1086.77|1086.77|1965.52|25/09/24|31/10/22|03/09/10|Obsoleto  |
EMG15W40VADD        |ACE MINE GA VA                |LUBRICA                       |VILLAHERM      |2|402.96|805.92|577.59|30/08/24|25/10/24|03/08/20|Rapido    |
243824KD3A          |CUBRTA/SOP-PORT               |REFACCI                       |VILLAHERM      |1|290.86|290.86|892.24|21/01/20|25/02/20|03/10/14|Obsoleto  |
2268000Q0A          |SENS/MASA FLUJO               |REFACCI                       |VILLAHERM      |4|1510.50|6042.00|2737.07|24/10/24|18/10/24|03/05/14|Rapido    |
806469N00A          |CUBIERTA MANIJA               |REFACCI                       |VILLAHERM      |1|68.45|68.45|118.97|23/10/24|03/07/24|03/07/08|Medio     |
905706RA0A          |CUBRTA CHAPA PT               |REFACCI                       |VILLAHERM      |1|218.87|218.87|392.23|22/03/24|30/05/24|12/07/23|Obsoleto  |
E43036LE1B          |AMORTIGUADOR TR               |REFACCI                       |VILLAHERM      |2|1684.17|3368.34|2586.21|10/06/24|08/10/24|03/08/19|Rapido    |
1181041B02          |VALVULA CONTROL               |REFACCI                       |VILLAHERM      |2|775.05|1550.10|1314.66|24/10/24|18/10/24|03/11/95|Rapido    |
40703CD001          |TAPA PRESION AI               |REFACCI                       |VILLAHERM      |2|81.21|162.42|187.07|03/12/22|//|03/12/03|Obsoleto  |
537896401P          |ESPACIADOR D                  |REFACCI                       |VILLAHERM      |1|31.03|31.03|74.14|08/12/21|10/12/21|03/05/07|Obsoleto  |
111103HC1A          |CARTER DE MOTOR               |REFACCI                       |VILLAHERM      |1|192.70|192.70|346.55|23/10/24|23/09/24|03/07/10|Medio     |
922001FA1A          |VALVULA DE EXPA               |REFACCI                       |VILLAHERM      |1|1577.10|1577.10|3724.15|22/12/22|13/12/22|03/07/11|Obsoleto  |
31084M750A          |JUNTA TORICA                  |REFACCI                       |VILLAHERM      |1|24.29|24.29|43.36|20/07/24|09/09/24|03/01/05|Rapido    |
216397990A          |ABRAZADERA                    |REFACCI                       |VILLAHERM      |4|57.41|229.64|106.90|08/08/24|12/07/24|03/05/16|Rapido    |
272775JJ0B          |FILTRO AIRE ACO               |REFACCI                       |VILLAHERM      |43|213.30|9171.90|324.93|23/10/24|31/10/24|03/10/20|Rapido    |
11058H1001          |ROLDANA PLANA                 |REFACCI                       |VILLAHERM      |9|161.18|1450.62|299.14|17/11/23|28/11/23|01/04/00|Medio     |
288901PA0A          |PLUMA LIMP PARA               |REFACCI                       |VILLAHERM      |4|225.62|902.48|336.21|23/10/24|31/10/24|03/07/10|Rapido    |
287821FC0A          |CUB/BRAZO LIMP/               |REFACCI                       |VILLAHERM      |1|112.31|112.31|292.24|10/06/22|08/06/22|03/03/12|Obsoleto  |
543257MA0A          |BALERO AMORTIGU               |REFACCI                       |VILLAHERM      |2|397.62|795.24|719.83|31/10/24|25/10/24|03/05/20|Rapido    |
CT2055516RDD        |LLANVOVERSA 205               |REFACCI                       |VILLAHERM      |3|1809.91|5429.73|2258.62|10/10/24|30/10/24|03/10/19|Rapido    |
22401CK81B          |BUJIA                         |REFACCI                       |VILLAHERM      |11|265.17|2916.87|354.46|19/10/24|31/10/24|03/03/05|Rapido    |
D10609BT0C          |KIT BALAT FREN                |REFACCI                       |VILLAHERM      |3|1696.78|5090.34|2840.52|23/10/24|30/10/24|03/01/22|Rapido    |
620849KM0B          |MOLD DEL PARACH               |REFACCI                       |VILLAHERM      |1|645.76|645.76|1133.62|23/08/24|25/11/22|03/01/16|Obsoleto  |
132025RB0A          |VALVULA DE SCAP               |REFACCI                       |VILLAHERM      |3|135.85|407.55|225.00|24/05/23|05/07/23|03/05/17|Obsoleto  |
999MPMAT00S         |ACEITE MATIC S                |LUBRICA                       |VILLAHERM      |3|418.55|1255.65|620.69|05/01/23|11/11/23|03/02/19|Rapido    |
876026CA0A          |SOP/GUIA-SEG/CA               |REFACCI                       |VILLAHERM      |1|215.28|215.28|568.97|08/03/22|28/06/22|03/06/18|Obsoleto  |
NIMEXCA1AF          |COMPRESOR AIRE                |ACCESOR                       |VILLAHERM      |7|503.71|3525.97|637.93|24/10/24|30/10/24|03/05/16|Rapido    |
QCVT1LTNS2          |ACEITE CVT 946M               |ACCESOR                       |VILLAHERM      |137|553.36|75810.32|722.08|24/06/24|18/09/24|03/11/12|Rapido    |
3062000Q2B          |CILIND OPERAC D               |REFACCI                       |VILLAHERM      |5|1059.51|5297.55|1603.44|21/10/24|04/10/24|03/10/19|Rapido    |
QCVT1LTNS3          |ACEITE CVT 946M               |LUBRICA                       |VILLAHERM      |72|256.71|18483.12|306.40|09/10/24|31/10/24|03/12/15|Rapido    |
3062000Q2C          |CILIND OPERAC D               |REFACCI                       |VILLAHERM      |2|2251.90|4503.80|2806.03|22/08/24|06/08/24|03/10/20|Rapido    |
3062000Q1T          |CILIND OPERAC D               |REFACCI                       |VILLAHERM      |1|5219.77|5219.77|8159.48|21/10/24|26/10/24|03/10/19|Rapido    |
224403ZZ0A          |JUEGO CABLES                  |REFACCI                       |VILLAHERM      |2|513.59|1027.18|599.14|16/07/24|09/07/24|03/11/15|Rapido    |
24410H5L2R          |BATERIA 550 63                |REFACCI                       |VILLAHERM      |17|2315.60|39365.20|3081.90|29/10/24|29/10/24|03/05/19|Rapido    |
550345RB0A          |ASIENT/SUP/RESO               |REFACCI                       |VILLAHERM      |2|118.88|237.76|214.66|31/10/24|15/10/24|03/09/15|Rapido    |
E43024AF0A          |AMORTIGUADOR DE               |REFACCI                       |VILLAHERM      |2|1456.16|2912.32|2271.55|09/04/24|25/10/24|03/08/15|Rapido    |
480015EE0D          |MECANISMO DIREC               |REFACCI                       |VILLAHERM      |4|5920.37|23681.48|9844.83|27/09/24|23/09/24|06/11/23|Rapido    |
5611360U0A          |ROLDANA ESPECIA               |REFACCI                       |VILLAHERM      |7|26.50|185.50|68.62|21/10/22|28/09/22|03/02/07|Obsoleto  |
214819KZ1A          |SHROUD ASSY W M               |REFACCI                       |VILLAHERM      |2|1848.49|3696.98|2762.93|09/10/24|19/09/24|03/09/19|Rapido    |
0155200431          |ABRAZADERA                    |REFACCI                       |VILLAHERM      |9|78.63|707.67|210.34|28/03/22|29/03/22|03/10/93|Obsoleto  |
306101KM0E          |CILIND ESCL CON               |REFACCI                       |VILLAHERM      |1|1759.70|1759.70|2620.69|06/06/24|29/10/24|03/07/19|Medio     |
769124KH3A          |VISTA PILAR DEL               |REFACCI                       |VILLAHERM      |1|167.32|167.32|325.86|13/03/24|04/03/22|03/08/14|Obsoleto  |
497214KD0E          |MANG/TUBO DIREC               |REFACCI                       |VILLAHERM      |1|195.33|195.33|590.52|27/11/19|//|03/11/15|Obsoleto  |
925905RB0A          |MANGUERA DRENAD               |REFACCI                       |VILLAHERM      |1|255.46|255.46|698.29|22/04/21|16/07/21|03/09/15|Obsoleto  |
806705RB1A          |MANIJA INT-PTA-               |REFACCI                       |VILLAHERM      |1|158.45|158.45|306.90|08/11/23|11/03/24|03/09/15|Obsoleto  |
NISSANQ3FY24        |CODIGO PROMO TALL             |REFACCI                       |VILLAHERM      |19|0.01|0.19|1.00|//|25/10/24|16/10/24|Nuevo     |
44100VK00A          |CIL RUEDA TRASE               |REFACCI                       |VILLAHERM      |2|936.37|1872.74|2762.93|01/03/21|29/03/21|03/10/07|Obsoleto  |
D10606LE0A          |KIT BALAT FRENO               |REFACCI                       |VILLAHERM      |2|1105.24|2210.48|1862.07|03/10/24|25/10/24|03/03/19|Rapido    |
KWA1100P00          |NISSAN Cordsn N               |ACCESOR                       |VILLAHERM      |1|260.00|260.00|350.00|04/03/24|08/03/24|06/01/24|Medio     |
47470ET000          |MANG CILIN VACI               |REFACCI                       |VILLAHERM      |1|245.32|245.32|443.97|26/07/24|30/07/24|03/06/06|Obsoleto  |
NIMEXKIT1ADD        |KIT AFINACI N E               |REFACCI                       |VILLAHERM      |111|240.18|26659.98|319.83|29/10/24|31/10/24|02/09/23|Rapido    |
3314233G10          |JUNTA ACEI CAJA               |REFACCI                       |VILLAHERM      |2|179.70|359.40|353.45|11/01/24|16/11/23|03/05/01|Medio     |
C1000F41XA          |KIT CLUTCH VA B               |REFACCI                       |VILLAHERM      |1|778.13|778.13|1043.10|19/08/24|24/10/24|03/06/20|Rapido    |
