NUMERO|DESCRIPCION|TIPOPARTE|ALMACEN|EXISTENCIA|COSTOUNITARIO|COSTO|PRECIO|ULTIMACOMPRA|ULTIMAVENTA|FECHAALTA|CLASIFICACION
AF54M1HK0PNW        |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |11|69.42|763.62|143.10|25/10/24|31/10/24|03/07/20|Rapido    |
561156KG0A          |SOPORTE AMORT D               |REFACCI                       |VILLAHERM      |2|248.17|496.34|379.31|25/09/24|17/08/24|03/01/20|Rapido    |
3N3E15EF0A          |JUEGO DE TAPETE               |ACCESOR                       |VILLAHERM      |3|758.11|2274.33|1116.38|23/10/24|31/10/24|03/01/19|Rapido    |
38216U301A          |TUERCA DEL PINO               |REFACCI                       |VILLAHERM      |4|235.03|940.12|474.14|06/04/24|29/05/24|03/12/06|Medio     |
21200EA000          |TERMOSTATO                    |REFACCI                       |VILLAHERM      |2|470.51|941.02|788.79|09/10/24|30/09/24|03/01/06|Rapido    |
543255RB0A          |BALERO AMORTIGU               |REFACCI                       |VILLAHERM      |1|255.01|255.01|534.48|02/08/23|25/08/23|03/10/15|Obsoleto  |
117205YE2A          |BAND VENT/ALTER               |REFACCI                       |VILLAHERM      |1|1017.18|1017.18|1512.93|23/10/24|14/10/24|10/04/23|Rapido    |
261508995F          |LAMP/NIEBLA DER               |REFACCI                       |VILLAHERM      |3|2213.37|6640.11|3163.79|24/10/24|17/10/24|05/12/23|Rapido    |
3274435F00          |ARILLO SEGURO                 |REFACCI                       |VILLAHERM      |4|24.65|98.60|51.64|08/01/24|17/01/24|03/12/95|Rapido    |
487035RB0A          |TORNILLO CHAPA-               |REFACCI                       |VILLAHERM      |1|19.43|19.43|37.50|22/02/24|24/06/24|03/11/15|Rapido    |
B8893CT26JNW        |P LIMPIPAR CNV                |REFACCI                       |VILLAHERM      |2|85.87|171.74|168.10|15/08/17|07/11/23|03/01/16|Medio     |
256104JA0B          |BOCINA CLAXON A               |REFACCI                       |VILLAHERM      |1|315.44|315.44|573.28|06/07/24|02/08/24|03/06/14|Obsoleto  |
112985V101          |TORNILLO                      |REFACCI                       |VILLAHERM      |4|29.15|116.60|80.26|31/03/22|19/05/22|03/03/02|Obsoleto  |
668944CL0A          |CUBRTA-PROTEC/D               |REFACCI                       |VILLAHERM      |2|164.97|329.94|307.76|24/10/24|26/08/24|03/01/14|Rapido    |
3N3Q8A004GE2        |NCF 4G 2A SERV                |ACCESOR                       |VILLAHERM      |12|9019.50|108234.00|11504.31|19/10/24|31/10/24|15/07/23|Rapido    |
3N3Q8A004GE3        |NCF 4G 3A SERV                |ACCESOR                       |VILLAHERM      |4|14307.87|57231.48|19073.28|28/10/24|22/10/24|09/08/23|Rapido    |
REDILASET2          |CAJA SECA C/COPETE            |ACCESOR                       |VILLAHERM      |1|68250.00|68250.00|85312.50|14/12/22|05/01/23|02/10/15|Obsoleto  |
23796EZ30A          |VALVULA VTC                   |REFACCI                       |VILLAHERM      |1|529.56|529.56|1008.62|09/02/24|31/10/24|03/08/15|Rapido    |
905046KH0A          |VARILLA CONECTO               |REFACCI                       |VILLAHERM      |1|56.36|56.36|100.00|01/02/24|//|03/01/20|Obsoleto  |
119271HC0D          |POLEA TENSORA                 |REFACCI                       |VILLAHERM      |1|1182.58|1182.58|2133.62|11/10/24|24/05/24|03/07/17|Lento     |
4307001G00          |ESPACIADOR COJ                |REFACCI                       |VILLAHERM      |2|139.47|278.94|392.23|19/01/22|26/01/22|03/04/00|Obsoleto  |
089213202A          |CHAVETA                       |REFACCI                       |VILLAHERM      |6|2.95|17.70|5.60|08/02/24|27/06/24|03/11/87|Rapido    |
271109UC0A          |CALEFACTOR DELA               |REFACCI                       |VILLAHERM      |1|7725.12|7725.12|17556.03|13/07/21|//|03/08/17|Obsoleto  |
172515XA0A          |TAPON DEPOSITO                |REFACCI                       |VILLAHERM      |1|660.88|660.88|1232.76|09/05/24|04/09/24|03/12/16|Medio     |
C1000ED8XB          |KIT CLUTCH VA N               |REFACCI                       |VILLAHERM      |8|1919.76|15358.08|2560.34|11/09/24|31/10/24|03/06/20|Rapido    |
788104JB0A          |JGO LODERAS TRA               |ACCESOR                       |VILLAHERM      |1|311.36|311.36|443.97|30/09/24|09/10/24|03/06/14|Medio     |
4893500Q0B          |TORNILLO                      |REFACCI                       |VILLAHERM      |2|163.66|327.32|262.93|13/03/24|06/03/24|03/02/09|Rapido    |
54501EL00D          |HORQUILLA LH                  |REFACCI                       |VILLAHERM      |2|842.48|1684.96|1375.00|08/08/24|10/07/24|03/06/14|Rapido    |
00000215R0          |LIQ FREN DOT3 3               |REFACCI                       |VILLAHERM      |55|57.61|3168.55|96.37|09/10/24|31/10/24|03/01/86|Rapido    |
11826ET005          |MANGUERA AIRE                 |REFACCI                       |VILLAHERM      |1|408.61|408.61|762.93|26/07/24|30/07/24|03/01/06|Lento     |
T99F64RA0A          |CONECTOR                      |REFACCI                       |VILLAHERM      |2|455.03|910.06|698.29|31/10/24|30/09/24|03/01/18|Medio     |
281G13SG0A          |BOCINA                        |REFACCI                       |VILLAHERM      |1|1150.68|1150.68|836.21|01/09/20|13/10/20|03/04/12|Obsoleto  |
AF54M30P0PNW        |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |3|106.80|320.40|187.93|05/10/23|15/10/24|03/07/20|Rapido    |
OFAPAQACCY          |PROMO PAQUETE ACCESORIOS      |PROMOCI                       |VILLAHERM      |7|0.01|0.07|1.00|//|//|24/01/24|Lento     |
KITR2AFRVL          |KIT JTAS AFR CV               |REFACCI                       |VILLAHERM      |2|518.32|1036.64|732.76|08/03/24|18/01/24|03/05/16|Lento     |
381404JA0A          |BALERO PI&ON MA               |REFACCI                       |VILLAHERM      |1|403.19|403.19|1047.41|14/10/22|25/10/22|03/06/14|Obsoleto  |
738533AW0A          |MOLD/BOTA AGUA-               |REFACCI                       |VILLAHERM      |2|880.91|1761.82|2353.45|01/09/20|//|03/12/10|Obsoleto  |
113609VA0A          |VARILLA TORQUE                |REFACCI                       |VILLAHERM      |2|485.46|970.92|879.31|21/10/24|15/10/24|03/02/18|Rapido    |
A17203XN1B          |BANDA                         |REFACCI                       |VILLAHERM      |1|304.14|304.14|637.93|15/06/22|04/03/22|03/01/19|Obsoleto  |
6384835F00          |GRAPAS                        |REFACCI                       |VILLAHERM      |5|23.40|117.00|59.31|06/07/21|13/03/23|03/09/93|Obsoleto  |
806703WC1A          |MANIJA INT-PTA-               |REFACCI                       |VILLAHERM      |1|124.68|124.68|292.24|21/08/21|//|03/08/12|Obsoleto  |
760229BP0A          |COSTAD LAT EXT                |REFACCI                       |VILLAHERM      |1|9827.59|9827.59|20224.14|08/03/21|//|03/03/18|Obsoleto  |
KWA0450P11          |Chaqueta Nismo                |ACCESOR                       |VILLAHERM      |2|970.00|1940.00|1301.72|04/03/24|//|06/01/24|Lento     |
KWA0450P12          |Chaqueta Nismo                |ACCESOR                       |VILLAHERM      |2|970.00|1940.00|1301.72|04/03/24|12/03/24|06/01/24|Lento     |
KWA0450P13          |Chaqueta Nismo                |ACCESOR                       |VILLAHERM      |3|970.00|2910.00|1301.72|04/03/24|//|06/01/24|Lento     |
3N3J35RB00          |AEROKIT PLATA                 |ACCESOR                       |VILLAHERM      |1|8080.42|8080.42|15137.93|01/09/20|30/11/20|03/07/16|Obsoleto  |
KWA0450P21          |Chaqueta Nismo                |ACCESOR                       |VILLAHERM      |2|970.00|1940.00|1301.72|04/03/24|//|06/01/24|Lento     |
KWA0450P22          |Chaqueta Nismo                |ACCESOR                       |VILLAHERM      |3|970.00|2910.00|1301.72|04/03/24|//|06/01/24|Lento     |
KWA0450P23          |Chaqueta Nismo                |ACCESOR                       |VILLAHERM      |2|970.00|1940.00|1301.72|04/03/24|08/03/24|06/01/24|Lento     |
081A88301A          |TORNILLO                      |REFACCI                       |VILLAHERM      |9|19.60|176.40|40.09|20/04/24|23/04/24|03/11/02|Medio     |
272264BU0B          |MOTOR VENTILADO               |REFACCI                       |VILLAHERM      |2|2980.62|5961.24|5560.34|07/06/24|07/06/24|03/04/19|Lento     |
826461HL0A          |CUBTA/EXT-MANIJ               |REFACCI                       |VILLAHERM      |1|34.91|34.91|71.98|27/03/23|01/06/23|03/07/10|Obsoleto  |
H05644BA0A          |LLAVE MAESTRA S               |REFACCI                       |VILLAHERM      |1|464.08|464.08|1034.48|09/09/22|07/02/24|03/01/16|Obsoleto  |
288905EF0A          |HOJA LIMP PARAB               |REFACCI                       |VILLAHERM      |3|324.48|973.44|512.93|24/10/24|14/10/24|03/10/18|Rapido    |
288905EF0B          |HOJA LIMP PARAB               |REFACCI                       |VILLAHERM      |5|233.95|1169.75|346.55|23/10/24|14/10/24|03/10/18|Rapido    |
132644JM0C          |CUBRTA VAL BALA               |REFACCI                       |VILLAHERM      |4|491.21|1964.84|818.98|28/10/24|24/10/24|24/01/24|Rapido    |
EML20W50SNDD        |AC 946 ML 20W50               |LUBRICA                       |VILLAHERM      |138|110.04|15185.52|171.55|26/10/24|31/10/24|03/02/17|Rapido    |
161193AB1E          |CAMARA ACELERAC               |REFACCI                       |VILLAHERM      |2|1032.39|2064.78|1715.52|25/10/24|21/10/24|06/11/23|Rapido    |
14122AD200          |TURCA                         |REFACCI                       |VILLAHERM      |3|85.04|255.12|262.93|10/05/21|18/04/24|03/09/05|Rapido    |
805015EF1A          |CNTRL REMOT DE                |REFACCI                       |VILLAHERM      |3|589.76|1769.28|862.07|03/10/24|24/09/24|03/05/19|Rapido    |
B889UHS16JNW        |P LIMPIAPAR HSM               |REFACCI                       |VILLAHERM      |2|98.28|196.56|163.79|05/08/16|14/02/23|03/01/16|Obsoleto  |
92472N823A          |SELLO O-RING                  |REFACCI                       |VILLAHERM      |1|84.72|84.72|154.31|30/10/24|31/10/24|03/04/13|Rapido    |
540503SH0A          |GOMA TOPE ACELE               |REFACCI                       |VILLAHERM      |8|514.81|4118.48|974.14|27/02/24|21/02/24|03/04/12|Rapido    |
3N3W6B0000          |SENSORES DE REV               |ACCESOR                       |VILLAHERM      |2|1572.05|3144.10|2241.38|12/08/24|10/09/24|03/02/16|Rapido    |
D1ABMAG025          |KIT SELLOS FREN               |REFACCI                       |VILLAHERM      |1|1001.11|1001.11|3012.93|22/01/21|30/12/20|03/03/17|Obsoleto  |
2069224U0A          |EMPAQUE ESCAPE                |REFACCI                       |VILLAHERM      |1|130.52|130.52|392.23|24/09/21|07/10/21|03/04/12|Obsoleto  |
806479FU0B          |CUBRTA EXT MANI               |REFACCI                       |VILLAHERM      |1|211.43|211.43|504.31|02/05/22|//|03/07/19|Obsoleto  |
38189ZJ00A          |RETEN DIFERENCI               |REFACCI                       |VILLAHERM      |1|1889.07|1889.07|3892.24|25/09/23|12/10/23|03/06/09|Obsoleto  |
E43039LE0E          |AMORTIGUADOR DE               |REFACCI                       |VILLAHERM      |2|2358.34|4716.68|3525.86|25/09/24|09/09/24|03/02/15|Rapido    |
KWA6210P10          |Taza Retro DATS               |ACCESOR                       |VILLAHERM      |2|336.61|673.22|448.28|04/03/24|//|05/12/23|Lento     |
KWA6210P20          |Taza Retro NISS               |ACCESOR                       |VILLAHERM      |2|336.61|673.22|448.28|04/03/24|//|05/12/23|Lento     |
NIMEXLF3X2          |ANTIFAZ ESTANDA               |ACCESOR                       |VILLAHERM      |1|1386.07|1386.07|2456.90|26/11/21|24/11/21|03/08/12|Obsoleto  |
38125P0102          |ARANDELA AJUSTE               |REFACCI                       |VILLAHERM      |18|134.94|2428.92|321.56|01/04/24|06/05/24|03/04/00|Medio     |
545881HA0C          |TUERCA                        |REFACCI                       |VILLAHERM      |4|46.68|186.72|95.69|28/02/24|22/02/24|03/02/15|Rapido    |
23731EA20D          |SENSOR MAGNETIC               |REFACCI                       |VILLAHERM      |2|557.55|1115.10|862.07|27/06/24|10/05/24|03/03/18|Rapido    |
27277EN00A          |FILTR CALEFAC/A               |REFACCI                       |VILLAHERM      |2|114.83|229.66|191.88|24/06/24|18/10/24|03/11/13|Rapido    |
432064KH0A          |DISCO FRENO TRA               |REFACCI                       |VILLAHERM      |2|608.42|1216.84|1008.62|24/10/24|07/10/24|03/05/14|Rapido    |
T99J26LB6A          |LODERAS DEL NBQ               |ACCESOR                       |VILLAHERM      |1|1148.93|1148.93|1737.07|29/01/24|//|03/12/19|Obsoleto  |
T99J26LB6B          |LODERAS TRA NBQ               |ACCESOR                       |VILLAHERM      |1|962.89|962.89|3357.76|29/01/24|//|03/12/19|Obsoleto  |
T99J26LB7B          |RR SPLASH GUARD               |REFACCI                       |VILLAHERM      |1|947.01|947.01|3357.76|//|//|03/02/20|Obsoleto  |
H72771KK0JNW        |FILTRO CABINA C               |REFACCI                       |VILLAHERM      |1|217.56|217.56|285.34|02/05/22|22/12/22|03/04/21|Obsoleto  |
112201HA0B          |AISL/MONT/MOT/I               |REFACCI                       |VILLAHERM      |3|478.85|1436.55|879.31|31/10/24|31/10/24|03/07/10|Rapido    |
KWAM002199          |AUTO A ESCALA K               |ACCESOR                       |VILLAHERM      |1|1522.74|1522.74|2000.00|04/03/24|//|06/12/22|Obsoleto  |
2591A5R05C          |CONTROL AV                    |REFACCI                       |VILLAHERM      |1|13863.49|13863.49|23107.76|30/08/24|//|15/06/24|Nuevo     |
808314AF2A          |SELLO DE HULE P               |REFACCI                       |VILLAHERM      |1|688.71|688.71|1254.31|16/07/24|11/09/19|03/07/17|Obsoleto  |
AF54MED00PNW        |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |13|93.21|1211.73|158.62|26/09/24|31/10/24|03/07/20|Rapido    |
NIMEXRRNK20         |TIRONARRASTRE K               |ACCESOR                       |VILLAHERM      |1|3000.00|3000.00|7081.90|30/06/20|07/09/20|03/02/20|Obsoleto  |
AMAZON500           |AMAZON 500 REG                |REFACCI                       |VILLAHERM      |3|0.01|0.03|1.00|//|31/10/24|30/07/24|Nuevo     |
73858AA000          |SEGURO                        |REFACCI                       |VILLAHERM      |17|87.02|1479.34|193.10|28/04/23|24/04/23|03/10/99|Obsoleto  |
E62109AN0A          |AMORTIGUADOR TR               |REFACCI                       |VILLAHERM      |3|1587.57|4762.71|2577.59|26/04/24|01/04/24|03/11/15|Rapido    |
54588JA060          |TUERCA                        |REFACCI                       |VILLAHERM      |11|26.14|287.54|50.78|11/09/24|05/09/24|03/08/06|Rapido    |
01141N5081          |TORNILLO CNTRL                |REFACCI                       |VILLAHERM      |25|15.39|384.75|68.62|01/09/20|29/12/20|03/01/06|Obsoleto  |
403159LH0A          |TAPACUBOS                     |ACCESOR                       |VILLAHERM      |5|184.89|924.45|247.41|25/09/24|11/10/24|03/03/13|Rapido    |
NIMEXL12E6          |SATF/4-YEARS/FI               |ACCESOR                       |VILLAHERM      |1|5671.46|5671.46|8554.14|25/05/17|21/03/24|28/07/12|Lento     |
410114KH0C          |CALIPER DEL/IZQ               |REFACCI                       |VILLAHERM      |1|1775.94|1775.94|3561.97|23/02/21|10/06/22|01/06/14|Obsoleto  |
165461HK0J          |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |47|297.63|13988.61|481.41|25/10/24|31/10/24|03/10/12|Rapido    |
16546VM00A          |ELEMENTO                      |REFACCI                       |VILLAHERM      |8|381.52|3052.16|667.23|01/06/23|17/04/24|03/10/07|Lento     |
543204CL0B          |AISLADR/MONT/AM               |REFACCI                       |VILLAHERM      |2|907.73|1815.46|1685.34|03/10/24|31/07/24|03/01/14|Rapido    |
3N3T16KH4A          |BEDLINER TERMOF               |ACCESOR                       |VILLAHERM      |4|4084.46|16337.84|5672.41|24/10/24|31/10/24|03/05/20|Rapido    |
82821F420A          |MOLD EXT PTA TR               |REFACCI                       |VILLAHERM      |1|767.70|767.70|1892.24|18/01/21|26/03/13|03/10/05|Obsoleto  |
306103VF1B          |CILIND/MAEST/D-               |REFACCI                       |VILLAHERM      |4|597.28|2389.12|1004.31|24/10/24|31/10/24|03/01/22|Rapido    |
545009KS1D          |HORQUILLA TRANS               |REFACCI                       |VILLAHERM      |19|719.00|13661.00|1068.97|31/10/24|31/10/24|03/04/18|Rapido    |
165466CA0A          |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |2|550.41|1100.82|841.01|24/06/24|02/08/24|03/06/18|Rapido    |
117203XN0C          |CORREA VENTILAD               |REFACCI                       |VILLAHERM      |3|872.19|2616.57|1568.97|14/10/24|06/05/24|06/03/23|Lento     |
117203XN1C          |FAN BELT                      |REFACCI                       |VILLAHERM      |4|836.30|3345.20|1568.97|11/12/23|14/10/24|06/03/23|Medio     |
D0202AX00JNW        |Maza Delantera                |REFACCI                       |VILLAHERM      |3|650.29|1950.87|995.69|27/09/24|23/09/24|03/11/19|Rapido    |
089671065A          |TAPON LARGUERO                |REFACCI                       |VILLAHERM      |9|21.49|193.41|62.84|21/01/22|12/03/22|03/03/00|Obsoleto  |
802143AW0A          |MARCO CRIST/PRT               |REFACCI                       |VILLAHERM      |1|439.33|439.33|905.17|22/09/23|//|03/01/11|Obsoleto  |
KWA10B2B005L        |PLAYERA FE24 L                |REFACCI                       |VILLAHERM      |1|1125.00|1125.00|1379.31|28/06/24|//|28/06/24|Nuevo     |
144634KV1C          |MANG/ADMISION A               |REFACCI                       |VILLAHERM      |1|2676.03|2676.03|4581.90|25/09/24|25/04/24|03/12/21|Lento     |
3N3E16RN0A          |TAPETES USO RUD               |ACCESOR                       |VILLAHERM      |3|833.33|2499.99|1306.03|31/10/24|25/10/24|08/12/22|Rapido    |
B2401JA01JNW        |BUJIA VA                      |REFACCI                       |VILLAHERM      |2|123.82|247.64|214.66|25/09/24|29/10/24|03/06/18|Rapido    |
788193SG0A          |CUB/LAT-FACIA T               |REFACCI                       |VILLAHERM      |1|1082.15|1082.15|1965.52|27/09/24|//|03/04/12|Obsoleto  |
34980AX00A          |INTERRUP/POSIC-               |REFACCI                       |VILLAHERM      |1|657.05|657.05|1366.38|26/06/23|//|03/10/10|Obsoleto  |
554915EE0A          |SOP MASA                      |REFACCI                       |VILLAHERM      |2|307.72|615.44|599.14|12/01/24|29/01/24|03/03/19|Obsoleto  |
NIMEX6513204        |TIRONARRASTRE X               |ACCESOR                       |VILLAHERM      |1|3630.73|3630.73|5482.76|07/12/22|07/09/20|03/02/20|Obsoleto  |
488225KE2A          |FLCH/INF-COLUMN               |REFACCI                       |VILLAHERM      |1|2692.76|2692.76|5275.86|24/01/24|28/10/24|03/02/18|Rapido    |
262728992C          |BULBO                         |REFACCI                       |VILLAHERM      |6|23.13|138.78|43.10|03/10/24|22/10/24|03/02/11|Rapido    |
685205EF0A          |CUBIERTA GUANTE               |REFACCI                       |VILLAHERM      |2|609.38|1218.76|1047.41|09/10/24|04/03/22|03/10/18|Obsoleto  |
B8893CT28JNW        |P LIMPIPAR CNV                |REFACCI                       |VILLAHERM      |8|84.18|673.44|169.70|26/09/17|13/11/19|01/01/16|Obsoleto  |
908963KW0A          |EMBLEMA/PTA/TRA               |ACCESOR                       |VILLAHERM      |1|575.21|575.21|1448.28|03/02/21|08/02/21|03/06/12|Obsoleto  |
3N3G16LE0A          |CALCOMANIAS NEG               |ACCESOR                       |VILLAHERM      |1|1279.43|1279.43|1823.28|25/10/24|24/10/24|03/11/19|Rapido    |
3N3G16LE0B          |CALCOMANIAS AZU               |ACCESOR                       |VILLAHERM      |2|996.94|1993.88|1706.90|06/07/20|//|03/11/19|Obsoleto  |
3N3G16LE0C          |CALCOMANIAS PAL               |ACCESOR                       |VILLAHERM      |2|996.94|1993.88|1887.93|06/07/20|//|03/11/19|Obsoleto  |
47911EQ01A          |SENSOR ANTIBLOQ               |REFACCI                       |VILLAHERM      |1|1593.52|1593.52|3676.72|20/04/22|22/04/22|03/05/13|Obsoleto  |
PROMOR27Q2          |CODIGO PROMO 27               |REFACCI                       |VILLAHERM      |5|0.01|0.05|1.00|//|//|11/07/24|Nuevo     |
B8793RD12JNW        |WIPER AV TRA T32              |REFACCI                       |VILLAHERM      |4|69.70|278.80|109.91|21/08/17|22/09/20|01/01/16|Obsoleto  |
3N3G29LT0A          |ACC PUERTA KH3                |ACCESOR                       |VILLAHERM      |3|1727.42|5182.26|2788.79|02/04/24|19/04/24|03/10/20|Lento     |
NIMEXSATAS1         |SERV ADD AS 1 A               |ACCESOR                       |VILLAHERM      |9|1580.18|14221.62|2004.31|23/05/24|//|03/12/19|Obsoleto  |
D1M604BA0A          |KIT BALAT FREN/               |REFACCI                       |VILLAHERM      |2|2077.07|4154.14|3004.31|13/09/24|31/08/24|03/06/17|Rapido    |
54618JX00A          |CONECTOR BARRA                |REFACCI                       |VILLAHERM      |5|408.75|2043.75|711.21|21/10/24|31/10/24|03/11/08|Rapido    |
3N3Q8ARTSEG3        |NCONNECSEG                    |ACCESOR                       |VILLAHERM      |2|5153.37|10306.74|5806.03|21/07/22|22/07/22|03/06/19|Obsoleto  |
284425RA3C          |CAMARA VISION T               |REFACCI                       |VILLAHERM      |1|1230.25|1230.25|2232.76|23/10/24|30/09/24|09/08/23|Medio     |
E43026LE1B          |AMORTIGUADOR TR               |REFACCI                       |VILLAHERM      |2|1710.38|3420.76|2586.21|24/10/24|08/10/24|03/08/19|Rapido    |
49726Y0100          |ARANDELA DE COB               |REFACCI                       |VILLAHERM      |8|67.09|536.72|173.28|27/06/22|13/07/22|03/10/87|Obsoleto  |
40702CD001          |GOMA PRESION AI               |REFACCI                       |VILLAHERM      |4|59.35|237.40|138.79|10/08/22|25/08/22|03/12/03|Obsoleto  |
D40606LA0A          |KIT BALAT DISC                |REFACCI                       |VILLAHERM      |4|1176.89|4707.56|2017.24|30/09/24|27/09/24|03/02/19|Rapido    |
GH1009KSMB          |SALPICADERA TRA               |REFACCI                       |VILLAHERM      |1|2962.06|2962.06|4943.97|21/06/24|//|03/06/22|Obsoleto  |
545015RL1B          |ESLABON IZQ                   |REFACCI                       |VILLAHERM      |3|1232.27|3696.81|2228.45|24/10/24|11/10/24|03/02/18|Rapido    |
999C1LZ000          |ORGANIZADOR CAJ               |ACCESOR                       |VILLAHERM      |1|376.54|376.54|1043.10|04/09/18|20/12/19|03/01/16|Obsoleto  |
826404KG0A          |MANIJA EXTER/PR               |REFACCI                       |VILLAHERM      |1|88.84|88.84|163.79|25/09/24|29/10/24|03/06/14|Medio     |
17342EA000          |EMPAQUE MED GAS               |REFACCI                       |VILLAHERM      |3|400.92|1202.76|737.07|21/10/24|28/10/24|03/11/04|Rapido    |
MA1657014RDD        |LLANMAMARCH 165               |REFACCI                       |VILLAHERM      |6|1476.98|8861.88|1737.07|30/10/24|11/10/24|03/09/18|Rapido    |
14069JD00A          |TORNILLO                      |REFACCI                       |VILLAHERM      |16|23.58|377.28|45.95|12/01/24|16/02/24|03/09/06|Rapido    |
AFID2319K10W        |KIT AFINA D23 1               |REFACCI                       |VILLAHERM      |3|884.23|2652.69|1284.48|02/09/23|09/10/24|03/11/19|Medio     |
AF54MF410PNW        |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |8|58.31|466.48|108.62|31/08/24|02/10/24|03/08/20|Rapido    |
D02061HL0JNW        |Disco Delantero               |REFACCI                       |VILLAHERM      |2|509.96|1019.92|762.93|19/11/22|19/10/24|03/06/18|Medio     |
0122500481          |TUERCA                        |REFACCI                       |VILLAHERM      |9|14.44|129.96|33.71|27/03/23|04/04/23|03/08/97|Obsoleto  |
NIMEXSWLAF          |SEG LLANTA REFA               |ACCESOR                       |VILLAHERM      |2|826.12|1652.24|1577.59|13/03/21|23/07/21|03/09/18|Obsoleto  |
11720EA200          |BANDA ALTERNADO               |REFACCI                       |VILLAHERM      |1|459.20|459.20|767.24|23/10/24|14/08/24|03/11/04|Medio     |
165464BA1J          |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |18|451.86|8133.48|687.70|19/10/24|26/10/24|03/10/16|Rapido    |
11950VN20A          |BANDA DIRECCION               |REFACCI                       |VILLAHERM      |2|221.18|442.36|336.21|25/10/24|11/10/24|03/02/10|Rapido    |
KWA4000P00          |Juego de cordon               |REFACCI                       |VILLAHERM      |1|421.21|421.21|560.34|04/03/24|//|06/01/24|Lento     |
313971XF0C          |JUNTA DE ACEITE               |REFACCI                       |VILLAHERM      |2|298.82|597.64|538.79|14/08/24|07/08/24|03/07/07|Medio     |
313971XF0D          |JUNTA CARTER                  |REFACCI                       |VILLAHERM      |2|549.97|1099.94|1030.17|02/09/24|11/09/24|03/06/07|Rapido    |
281565MA0A          |BOCINA                        |ACCESOR                       |VILLAHERM      |1|481.40|481.40|771.55|02/08/24|13/08/24|03/10/15|Medio     |
118105H71A          |VbLVULA CONTROL               |REFACCI                       |VILLAHERM      |2|392.93|785.86|737.07|03/10/24|29/10/24|03/12/09|Rapido    |
F584630F00          |BROCHE AISLADOR               |REFACCI                       |VILLAHERM      |1|26.96|26.96|59.31|16/10/23|19/10/23|03/11/12|Obsoleto  |
132701KT0A          |EMPAQ/TAPA DE M               |REFACCI                       |VILLAHERM      |4|264.48|1057.92|435.34|21/10/24|14/10/24|03/07/10|Rapido    |
638405EF0A          |PROTEC SALPICAD               |REFACCI                       |VILLAHERM      |1|506.45|506.45|784.48|23/10/24|17/10/24|03/04/19|Rapido    |
0122500751          |TUERCA                        |REFACCI                       |VILLAHERM      |6|20.09|120.54|40.86|28/02/24|05/03/24|03/08/97|Rapido    |
T99R16RR0D          |BARRAS PARA TEC               |ACCESOR                       |VILLAHERM      |1|6499.70|6499.70|9275.86|24/10/24|04/10/24|22/12/22|Rapido    |
11920VN20A          |BANDA COMPRESOR               |REFACCI                       |VILLAHERM      |2|211.96|423.92|336.21|30/09/24|05/10/24|03/02/10|Rapido    |
402061HL0C          |ROTOR FREN/DISC               |REFACCI                       |VILLAHERM      |7|647.11|4529.77|1168.10|13/03/24|23/07/24|03/05/15|Rapido    |
265556LB5A          |LAMPARA TRAS CO               |REFACCI                       |VILLAHERM      |1|1063.41|1063.41|1689.66|28/07/23|08/08/23|03/02/19|Obsoleto  |
21200ED00A          |TERMOSTATO                    |REFACCI                       |VILLAHERM      |2|270.91|541.82|452.59|06/09/24|28/10/24|03/09/06|Rapido    |
KWA1000P30          |Funda Llave X T               |ACCESOR                       |VILLAHERM      |1|342.24|342.24|448.28|04/03/24|//|06/01/24|Lento     |
B889UHS17J          |P LIMPIAPAR HSM               |REFACCI                       |VILLAHERM      |3|161.37|484.11|271.54|11/10/22|26/06/24|03/03/18|Medio     |
769165EF0A          |VISTA PILAR CEN               |REFACCI                       |VILLAHERM      |1|282.62|282.62|435.34|25/09/24|//|03/10/18|Obsoleto  |
0122500881          |TUERCA                        |REFACCI                       |VILLAHERM      |9|11.00|99.00|45.00|23/02/21|03/03/21|03/02/01|Obsoleto  |
B889UHS21J          |P LIMPIAPAR HSM               |REFACCI                       |VILLAHERM      |3|156.33|468.99|271.54|27/09/22|31/10/24|03/03/18|Medio     |
964009PB2A          |VISERA DERECHA                |REFACCI                       |VILLAHERM      |1|1149.43|1149.43|1806.03|17/06/24|18/06/24|03/03/15|Lento     |
B889UHS24J          |P LIMPIAPAR HSM               |REFACCI                       |VILLAHERM      |14|133.80|1873.20|343.97|31/07/19|01/07/24|03/03/18|Medio     |
B889UHS26J          |P LIMPIAPAR HSM               |REFACCI                       |VILLAHERM      |2|206.27|412.54|333.62|24/05/23|26/06/24|03/03/18|Medio     |
B889UHS28J          |P LIMPIAPAR HSM               |REFACCI                       |VILLAHERM      |1|175.54|175.54|281.90|19/07/21|22/10/21|03/03/18|Obsoleto  |
226A0JA10C          |SENSOR DE OXIGE               |REFACCI                       |VILLAHERM      |1|1514.85|1514.85|3198.28|10/05/24|15/05/24|03/06/06|Lento     |
